Category	Bin	Completeness	Contamination	GC_content	N50	N_contigs	Size	Classification	p	c	o	f	g	s	Annotated.at.the.species.level
Clinical	ERR4283145_bin.34	100	0.798	0.459	329646	14	2130780	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Caecibacter	s__Caecibacter sp900549385	Yes
Clinical	SRR14355386_bin.12	100	0.632	0.52	56901	66	2172004	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister sp000434475	Yes
Animal	SRR14202215_bin.41	100	0.632	0.308	65408	58	2175387	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__	No
Environment	ERR1713362_bin.15	93.22	1.407	0.511	20985	177	2233355	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A	s__Selenomonas_A sp018052705	Yes
Clinical	SRR12137093_bin.5	97.4	0.898	0.481	94696	44	2241501	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__	No
Animal	SRR15023592_bin.36	90.3	3.567	0.506	5700	488	2263455	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Succiniclasticum	s__	No
Clinical	SRR14355327_bin.21	99.38	0.598	0.565	75730	72	2280312	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus fermentans	Yes
Animal	SRR15023584_bin.16	96.45	1.323	0.537	40386	88	2289771	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Quinella	s__	No
Clinical	SRR14355402_bin.1	99.66	3.208	0.439	82958	60	2294436	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Anaerovibrio	s__Anaerovibrio sp900548165	Yes
Clinical	SRR18191187_bin.13	97.6	0	0.495	76739	47	2296285	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Caecibacter	s__Caecibacter massiliensis	Yes
Environment	ERR9855094_bin.5	93.14	1.898	0.51	9155	373	2301148	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Anaeromusales	f__Anaeromusaceae	g__Anaeromusa	s__Anaeromusa sp009929485	Yes
Animal	ERR2027894_bin.53	96.61	1.752	0.591	22607	156	2323010	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__UBA2897	s__UBA2897 sp900316275	Yes
Clinical	ERR4283398_bin.33	100	0	0.521	26610	159	2323937	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister sp002320515	Yes
Animal	SRR15023588_bin.8	98.68	2.495	0.499	86900	42	2362702	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Succiniclasticum	s__	No
Animal	ERR2027900_bin.5	98.98	2.694	0.49	98555	46	2366234	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Succiniclasticum	s__Succiniclasticum sp900315345	Yes
Clinical	SRR14355438_bin.14	99.38	0.598	0.482	146506	42	2370084	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp022718015	Yes
Environment	ERR1713384_bin.34	98.86	1.323	0.542	37036	106	2383902	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__UBA1796	s__	No
Clinical	ERR4283195_bin.10	99.4	0	0.51	82852	44	2392531	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Megasphaera	s__Megasphaera sp001546855	Yes
Clinical	SRR14017577_bin.15	100	1.265	0.517	55600	92	2397877	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister sp900543165	Yes
Clinical	CRR476104_bin.21	100	2.095	0.452	224280	19	2418348	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__	No
Animal	SRR15023589_bin.34	99.66	0.676	0.436	35877	110	2429151	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Anaerovibrio	s__Anaerovibrio sp017475925	Yes
Animal	SRR15023593_bin.14	92.17	1.012	0.508	57371	74	2455003	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A	s__Selenomonas_A sp008271295	Yes
Clinical	SRR14355389_bin.15	98.2	0.598	0.543	44561	89	2471391	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus sp905215645	Yes
Clinical	CRR476106_bin.20	98.73	0	0.517	26385	179	2496763	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister sp900541605	Yes
Animal	ERR2027900_bin.69	97.66	0.093	0.569	139270	30	2497428	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__UBA2897	s__UBA2897 sp900315155	Yes
Animal	ERR2282092_bin.73	99.24	0.781	0.53	35592	141	2527140	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__RUG024	s__RUG024 sp900314765	Yes
Animal	ERR2027892_bin.2	94.61	0	0.555	54235	132	2542643	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus sp900315205	Yes
Animal	ERR2027904_bin.83	100	0.632	0.475	52762	98	2600054	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister sp900314595	Yes
Clinical	SRR14355324_bin.21	100	0.598	0.542	96650	47	2633305	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus massiliensis	Yes
Animal	SRR15023577_bin.11	97.08	0	0.415	52752	149	2634956	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Quinella	s__	No
Clinical	SRR17648395_bin.27	100	0.598	0.504	130577	32	2646777	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Megasphaera	s__Megasphaera massiliensis	Yes
Clinical	SRR14355324_bin.25	100	0.584	0.534	298279	31	2654699	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A	s__Selenomonas_A montiformis	Yes
Clinical	SRR12137093_bin.9	99.66	3.208	0.489	45154	91	2723499	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Anaerovibrio	s__Anaerovibrio slackiae	Yes
Animal	SRR15023577_bin.38	96.77	2.109	0.519	54326	113	2784563	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Quinella	s__Quinella sp017479925	Yes
Animal	ERR2027895_bin.33	98.98	3.667	0.487	142093	53	2804163	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Succiniclasticum	s__Succiniclasticum sp900315925	Yes
Animal	SRR15023591_bin.19	91.22	4.531	0.549	16718	272	2854936	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__RUG12372	s__RUG12372 sp017939945	Yes
Animal	SRR15023588_bin.37	99.78	0.632	0.543	92883	63	2881479	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__RUG12372	s__	No
Animal	SRR15023577_bin.39	95.64	3.691	0.552	29333	161	2900387	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__RUG12372	s__	No
Animal	ERR2027905_bin.63	95.58	2.044	0.585	16394	256	2934048	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_C	s__Selenomonas_C sp900315575	Yes
Animal	SRR15023591_bin.16	100	0.949	0.525	55349	177	3156891	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__UBA9786	s__UBA9786 sp902785705	Yes
Environment	SRR13727536_bin.9	92.24	4.125	0.615	13771	307	3004796	d__Bacteria	others	c__	o__	f__	g__	s__	No
Environment	SRR13776092_bin.2	98.26	1.238	0.673	13036	499	4568650	d__Bacteria	others	c__Symbiobacteriia	o__Symbiobacteriales	f__ZC4RG38	g__	s__	No
Environment	SRR13776098_bin.5	97.45	1.694	0.534	45613	58	1902112	d__Bacteria	others	c__UBA5301	o__UBA5301	f__UBA5301	g__JACDOJ01	s__JACDOJ01 sp017656135	Yes
Clinical	ERR1995257_bin.5	99.88	0.187	0.389	88162	27	1761583	d__Bacteria	others	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Limisoma	s__Limisoma sp000437795	Yes
Clinical	SRR12442179_bin.23	93.15	2.96	56.69	4658	666	2402401	d__Bacteria	others	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp015074785	Yes
Clinical	CRR191925_bin.9	99.37	0	42.17	215138	35	4579577	d__Bacteria	others	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__Paraprevotella clara	Yes
Environment	SRR5002404_bin.4	92.73	2.178	44.31	34082	67	1457826	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA1127	f__UBA1127	g__	s__	No
Environment	SRR5002364_bin.9	93.72	1.08	40.31	39330	88	1552050	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA3495	f__UBA2588	g__UBA2588	s__UBA2588 sp002723125	Yes
Environment	SRR5002373_bin.27	94.38	0.99	37.07	55520	103	1743986	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SAR202	f__UBA6927	g__UBA6927	s__UBA6927 sp002717725	Yes
Environment	ERR1713358_bin.7	91.81	2.727	0.558	31293	113	2121741	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__	No
Environment	SRR5002379_bin.42	93.72	3.993	49.11	39559	104	2126313	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SAR202	f__VXLM01	g__VXLM01	s__VXLM01 sp022448725	Yes
Environment	ERR2592341_bin.9	90.9	3.181	0.506	14021	232	2237037	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__T78	s__T78 sp002306055	Yes
Environment	SRR16108674_bin.68	92.73	2.09	0.521	11478	246	2246701	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SZUA-161	f__SZUA-161	g__VGNW01	s__VGNW01 sp016865955	Yes
Environment	SRR13727534_bin.38	92.73	3.96	0.491	12329	280	2316899	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__JACQUA01	f__JACQUA01	g__JACQUA01	s__	No
Environment	SRR16108669_bin.16	97.68	1.188	0.61	34479	137	2675903	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA3495	f__UBA3495	g__SHYG01	s__SHYG01 sp016872385	Yes
Environment	SRR13727536_bin.35	91.25	1.1	0.526	8580	456	2677171	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__Fen-1064	g__	s__	No
Environment	SRR13727527_bin.153	94.71	0.99	0.642	27702	167	2805853	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SHYB01	f__	g__	s__	No
Environment	SRR18576998_metabat2_bin.106	92.95	2.78	68.48	22015	217	2815012	d__Bacteria	p__Chloroflexota	c__Ellin6529	o__CSP1-4	f__CSP1-4	g__SPCO01	s__	No
Environment	SRR18577059_metabat2_bin.30	93.98	3.7	68.98	19256	253	3115306	d__Bacteria	p__Chloroflexota	c__Ellin6529	o__CSP1-4	f__CSP1-4	g__SPCO01	s__	No
Environment	SRR22580794_bin.24	91.36	2.909	0.576	19551	230	3303459	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__VGOG01	f__VGOG01	g__VGOG01	s__	No
Environment	SRR8404393_bin.29	95.7	2.97	0.588	64444	103	3427348	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA3495	f__UBA3495	g__UBA9611	s__UBA9611 sp002746355	Yes
Environment	SRR21524769_bin.41	92.72	2.727	0.47	18966	365	3450571	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__EnvOPS12	g__UBA5195	s__UBA5195 sp903882765	Yes
Environment	CRR283032_bin.11	94.05	1.98	0.641	32753	180	3604803	d__Bacteria	p__Chloroflexota	c__UBA5177	o__UBA5177	f__UBA5177	g__	s__	No
Environment	SRR16108672_bin.10	93.63	2.909	0.501	59874	102	3639210	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__EnvOPS12	g__OLB14	s__OLB14 sp016866215	Yes
Environment	SRR5002344_bin.14	92.54	3.96	57.86	44587	188	3676885	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA3495	f__UBA3495	g__UBA11650	s__UBA11650 sp002710215	Yes
Environment	SRR8404395_bin.13	96.68	2.178	0.563	10191	497	3974988	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SAR202	f__UBA11138	g__UBA1123	s__	No
Environment	SRR25018314_bin.20	92.72	0.909	0.614	68965	92	4103231	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__OLB15	s__	No
Environment	SRR16108672_bin.46	94.09	1.969	0.606	31860	243	4123238	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__VGOW01	g__VGOW01	s__VGOW01 sp016875735	Yes
Environment	SRR21524757_bin.76	91.81	0.909	0.619	30890	248	4326949	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__J036	f__J036	g__	s__	No
Environment	SRR8205411_bin.9	91.81	2.727	0.616	171639	55	4443300	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Promineofilales	f__Promineofilaceae	g__Promineofilum	s__Promineofilum sp020634335	Yes
Environment	SRR16108672_bin.71	92.35	3.241	0.578	21841	310	4469203	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__UBA4142	f__UBA4142	g__VGOB01	s__VGOB01 sp016865935	Yes
Environment	SRR18577009_metabat2_bin.44	91.77	1.82	54.91	11062	604	4820139	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__SBR1031	f__UBA2796	g__	s__	No
Environment	SRR21524769_bin.85	98.18	1.818	0.493	177005	81	4880666	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__EnvOPS12	g__OLB14	s__	No
Environment	ERR6430849_bin.18	93.63	2	0.47	27518	285	5138159	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA11579	g__JABJGH01	s__	No
Environment	CRR283037_bin.15	92.14	4.125	0.698	13767	564	5139615	d__Bacteria	p__Chloroflexota	c__Ktedonobacteria	o__Ktedonobacterales	f__JADMIN01	g__	s__	No
Environment	CRR283009_bin.35	92.96	4.125	0.662	10449	715	5303289	d__Bacteria	p__Chloroflexota	c__Ktedonobacteria	o__Ktedonobacterales	f__JADMIN01	g__	s__	No
Environment	SRR11674018_bin.84	94.84	0	0.622	19068	432	5359085	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__OLB13	s__OLB13 sp016716525	Yes
Environment	SRR11674016_bin.5	95.45	2	0.627	17927	522	5927567	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__SSC4	f__SSC4	g__JADJYJ01	s__JADJYJ01 sp016719785	Yes
Environment	SRR11674045_bin.18	92.91	4.545	0.564	14349	568	6037487	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Promineofilales	f__Promineofilaceae	g__JADJXA01	s__JADJXA01 sp016705235	Yes
Environment	SRR6144754_bin.61	97.27	3.636	0.425	50018	209	6668206	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__	s__	No
Environment	SRR21778116_bin.14	96.36	3.636	0.551	21784	462	6818556	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__UBA2796	g__	s__	No
Environment	SRR6144754_bin.19	96.36	1.363	0.455	249437	75	7813092	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__UBA6055	s__	No
Environment	SRR16108671_bin.2	94.9	0.185	0.673	88724	46	2490565	d__Bacteria	others	c__CSP1-3	o__CSP1-3	f__CSP1-3	g__VGFA01	s__VGFA01 sp016869025	Yes
Environment	SRR18577072_metabat2_bin.9	93.89	4.35	62.35	10729	272	1968357	d__Bacteria	others	c__Cyanobacteriia	o__PCC-6307	f__Cyanobiaceae	g__Cyanobium_A	s__	No
Environment	SRR18576996_metabat2_bin.30	92.74	2.7	45.6	12439	353	3264024	d__Bacteria	others	c__Cyanobacteriia	o__Cyanobacteriales	f__Chamaesiphonaceae	g__Chamaesiphon	s__	No
Environment	SRR18576999_metabat2_bin.51	96.22	1.63	43.62	14230	350	3709846	d__Bacteria	others	c__Cyanobacteriia	o__Cyanobacteriales	f__Coleofasciculaceae	g__	s__	No
Environment	SRR18576997_metabat2_bin.64	96.93	1.84	44.91	17122	374	3937122	d__Bacteria	others	c__Cyanobacteriia	o__Pseudanabaenales	f__Pseudanabaenaceae	g__	s__	No
Environment	SRR18576996_metabat2_bin.15	90.53	1.85	48.84	9487	557	4127985	d__Bacteria	others	c__Cyanobacteriia	o__Leptolyngbyales	f__Leptolyngbyaceae	g__Phormidesmis_A	s__	No
Environment	SRR18577069_metabat2_bin.6	94.56	2.89	41.77	6035	977	4635387	d__Bacteria	others	c__Cyanobacteriia	o__Cyanobacteriales	f__Chroococcidiopsidaceae	g__Aliterella	s__	No
Environment	SRR18577064_metabat2_bin.10	93.49	1.51	40.8	12784	998	8903410	d__Bacteria	others	c__Cyanobacteriia	o__Cyanobacteriales	f__Nostocaceae	g__Calothrix	s__	No
Animal	SRR29429269_bin.24	91.45	0.569	0.351	123122	76	1654540	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__Galligastranaerophilus	s__Galligastranaerophilus sp944325665	Yes
Animal	SRR29429269_bin.39	93.16	1.424	0.361	70379	70	1715633	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__Galligastranaerophilus	s__Galligastranaerophilus sp944325105	Yes
Animal	SRR29449908_bin.24	90.02	2.136	0.327	13642	203	1808578	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__Galligastranaerophilus_A	s__	No
Animal	SRR29429269_bin.49	90.02	0.854	0.32	40832	58	1818937	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__Galligastranaerophilus_A	s__Galligastranaerophilus_A sp944325145	Yes
Animal	SRR29757238_bin.92	90.59	1.709	0.337	68916	59	1834722	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CALUVH01	s__CALUVH01 sp944324175	Yes
Animal	SRR15023597_bin.16	90.02	0.854	0.308	60517	52	1890731	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__Galligastranaerophilus_A	s__	No
Clinical	SRR17048942_bin.14	90.31	0.854	0.384	61372	53	1909287	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__RUG841	s__RUG841 sp900772035	Yes
Clinical	SRR17048883_bin.2	90.31	1.087	0.37	64309	59	1920571	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__RUG841	s__RUG841 sp900313795	Yes
Animal	SRR29757242_bin.77	91.5	1.424	0.389	90881	107	1974547	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__Galligastranaerophilus	s__Galligastranaerophilus faecipullorum	Yes
Animal	SRR29757208_bin.25	92.13	0.854	0.365	196961	47	2027226	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__CAJFVJ01	g__Adamsella	s__Adamsella sp944323485	Yes
Animal	SRR29757237_bin.5	93.16	0.569	0.295	66485	125	2034418	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__RUG14156	s__RUG14156 sp944324455	Yes
Animal	SRR29429269_bin.64	90.88	0.854	0.315	69022	198	2055865	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__RUG14156	s__RUG14156 sp944324945	Yes
Animal	SRR29757211_bin.29	92.13	0.854	0.372	145407	73	2125117	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__CAJFVJ01	g__Adamsella	s__Adamsella avium	Yes
Animal	SRR29449375_bin.3	90.31	2.564	0.303	4890	39	2147224	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Avigastranaerophilus	s__Avigastranaerophilus sp944322615	Yes
Clinical	ERR525931_bin.14	91.45	1.025	0.412	18519	171	2152080	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Spyradomonas	s__Spyradomonas sp900547585	Yes
Clinical	ERR525706_bin.26	92.3	1.709	0.356	60898	66	2246950	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Scatousia	s__Scatousia sp000431315	Yes
Environment	SRR25018378_bin.2	96.73	0.951	0.639	39424	116	2482664	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__PCC-6307	f__Cyanobiaceae	g__Cyanobium	s__	No
Environment	SRR25018314_bin.29	96.46	0.545	0.328	9794	519	3760536	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__Cyanobacteriaceae	g__Geminocystis	s__	No
Environment	SRR25018418_bin.16	96.16	0.628	0.424	10539	521	4187867	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__Microcystaceae	g__Microcystis	s__Microcystis aeruginosa_D	Yes
Environment	SRR25018341_bin.38	90.34	3.133	0.442	10512	549	4231335	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Obscuribacterales	f__Obscuribacteraceae	g__Aved-18	s__Aved-18 sp016699165	Yes
Environment	SRR25018314_bin.13	94.45	1.808	0.555	18027	366	4854528	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Elainellales	f__Elainellaceae	g__Elainella	s__	No
Environment	SRR25018369_bin.1	94.73	1.528	0.395	15210	462	4888501	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__Microcoleaceae	g__Planktothrix	s__Planktothrix rubescens	Yes
Environment	SRR25018314_bin.41	99.05	0.943	0.523	221173	68	5143987	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Elainellales	f__Elainellaceae	g__	s__	No
Animal	CRR537928_bin.4	99.7	1	0.424	145823	76	5202249	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__Chroococcidiopsidaceae	g__JAHHHE01	s__	No
Environment	SRR9924754_bin.46	97.92	1.2	0.394	21038	405	5214497	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__Microcoleaceae	g__Planktothrix	s__	No
Environment	SRR25018314_bin.3	96.06	1.273	0.398	25938	315	5236209	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__Xenococcaceae	g__Waterburya	s__	No
Environment	SRR25018304_bin.3	91.95	2.292	0.373	10527	638	5384403	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__Xenococcaceae	g__Hyella	s__	No
Environment	SRR25018314_bin.8	94.45	2.594	0.503	31811	251	5483737	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Elainellales	f__Elainellaceae	g__Elainella	s__	No
Environment	SRR25018314_bin.45	93.93	1.419	0.422	12016	652	5853920	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__Microcystaceae	g__Hydrococcus	s__	No
Environment	SRR25018372_bin.17	94.34	0.791	0.412	8739	866	5916198	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__Microcoleaceae	g__	s__	No
Environment	SRR9924781_bin.20	90.35	1.453	0.433	8959	827	5949027	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__PCC-6304	g__Planktothricoides	s__Planktothricoides sp001276715	Yes
Environment	SRR25018314_bin.9	99.49	0.218	0.403	77950	280	6334582	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__Gloeocapsaceae	g__	s__	No
Environment	ERR1035437_bin.17	90.43	1.388	0.675	13838	245	2379912	d__Bacteria	others	c__Dormibacteria	o__UBA8260	f__UBA8260	g__Palsa-851	s__Palsa-851 sp003153505	Yes
Environment	ERR1035437_bin.19	95.37	1.936	0.677	11358	328	2393700	d__Bacteria	others	c__Dormibacteria	o__UBA8260	f__Bog-877	g__Bog-877	s__Bog-877 sp003132265	Yes
Environment	ERR1035437_bin.49	93.51	2.417	0.666	20392	212	2672050	d__Bacteria	others	c__Dormibacteria	o__CF-121	f__	g__	s__	No
Environment	SRR22259296_bin.37	93.98	0.462	0.692	30874	198	2711942	d__Bacteria	others	c__Dormibacteria	o__UBA8260	f__UBA8260	g__Palsa-875	s__Palsa-875 sp003153125	Yes
Environment	ERR1035437_bin.42	94.34	0.925	0.688	29043	186	3222504	d__Bacteria	others	c__Dormibacteria	o__UBA8260	f__UBA8260	g__Palsa-875	s__	No
Environment	SRR21778130_bin.34	90.9	1.337	0.667	15742	331	3286282	d__Bacteria	others	c__Dormibacteria	o__Dormibacterales	f__Dormibacteraceae	g__CF-118	s__	No
Environment	SRR21778118_bin.1	91.66	1.213	0.67	9324	594	4153990	d__Bacteria	others	c__Dormibacteria	o__Dormibacterales	f__Dormibacteraceae	g__	s__	No
Animal	SRR15023588_bin.44	92.3	1.282	0.564	13686	219	2200850	d__Bacteria	others	c__CADAWZ01	o__CADAWZ01	f__CADAWZ01	g__JAKSUM01	s__	No
Animal	ERR2027914_bin.47	90.09	1.282	0.305	5304	609	2695747	d__Bacteria	others	c__CADAWZ01	o__CADAWZ01	f__CADAWZ01	g__CADAWZ01	s__	No
