Category,Bin,Completeness,Contamination,GC_content,N50,N_contigs,Size,Classification,p,c,o,f,g,s,Annotated.at.the.species.level
Clinical,ERR3404863_bin.2,99.49,0.075,0.382,470110,16,1899861,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus seminalis,Yes
Clinical,SRR5963175_bin.2,100,0,0.411,302821,13,1900829,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus halitosis,Yes
Animal,SRR29757233_bin.34,96.14,2.5,0.481,62678,68,1900943,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Aphodousia,s__Aphodousia sp900546995,Yes
Clinical,SRR17827899.bin_11,100,0,62.1,1117702,1,1901395,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella intestinalis,Yes
Clinical,SRR12442171_bin.24,98.2,0,39.21,145031,20,1901445,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__URXU01,s__URXU01 sp900541915,Yes
Clinical,SRR17827921.bin_18,97.47,0,45.1,138539,1,1901511,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister invisus,Yes
Environment,SRR13776098_bin.5,97.45,1.694,0.534,45613,58,1902112,d__Bacteria,p__Bacillota_G,c__UBA5301,o__UBA5301,f__UBA5301,g__JACDOJ01,s__JACDOJ01 sp017656135,Yes
Animal,SRR12181004_bin.6,91.01,1.785,0.366,179088,33,1902131,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus helsingborgensis,Yes
Environment,SRR16108670_bin.39,96.03,0.544,0.41,65481,57,1903267,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__JJ008,s__JJ008 sp016866355,Yes
Animal,ERR2027899_bin.4,90.46,1.449,0.447,61050,43,1904138,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Weimeria,s__Weimeria sp900316165,Yes
Environment,ERR3525245_bin.44,92.56,1.564,0.488,9397,265,1905124,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,g__UBA4588,s__UBA4588 sp002387605,Yes
Animal,SRR29409641_bin.12,99.05,0,0.439,84926,11,1905366,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Massilicoli,s__Massilicoli timonensis,Yes
Environment,ERR2592250_bin.8,100,0,0.451,85923,45,1905434,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Aminobacteriaceae,g__Aminobacterium,s__Aminobacterium colombiense,Yes
Environment,SRR22580798_bin.14,95.7,0,0.636,128505,34,1905511,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__SM23-28-2,f__SM23-28-2,g__SM23-28-2,s__,No
Animal,SRR15023575_bin.31,90.12,2.929,0.407,8206,315,1905540,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Monoglobales,f__UMGS1388,g__,s__,No
Clinical,SRR12557733_bin.19,90.71,4.189,0.476,11780,205,1906260,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Trichococcus,s__,No
Clinical,SRR14355443_bin.67,97.59,1.123,0.349,105305,36,1906425,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__Enteromonas,s__Enteromonas sp900767825,Yes
Animal,SRR12180980_bin.4,92.76,1.082,0.357,141843,29,1906849,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus kimbladii_A,Yes
Clinical,SRR14017477_bin.4,99.85,1.796,0.396,43036,87,1907031,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900544885,Yes
Environment,SRR21524767_bin.3,90.31,2.079,0.642,17180,198,1907113,d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__F1-60-MAGs163,s__,No
Environment,SRR21524769_bin.54,94.22,0,0.701,121890,28,1908106,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__UBA2979,f__UBA2979,g__RH-chloro-G1,s__,No
Animal,SRR15023573_bin.24,98.66,0,0.447,159798,41,1908341,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__,No
Clinical,SRR18191186_bin.30,98.8,2.395,0.424,52249,71,1908890,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900547415,Yes
Animal,SRR29472739_bin.13,91.42,0.238,0.533,14045,156,1908927,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,No
Animal,SRR15023578_bin.2,94.62,1.433,0.427,110911,30,1909258,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__RUG410,s__,No
Clinical,SRR17048942_bin.14,90.31,0.854,0.384,61372,53,1909287,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__RUG841,s__RUG841 sp900772035,Yes
Clinical,ERR4283407_bin.37,98.66,1.333,0.283,21767,137,1909403,d__Bacteria,p__Bacillota,c__Bacilli,o__ML615J-28,f__CAG-313,g__UBA1737,s__UBA1737 sp934098295,Yes
Clinical,SRR14355423_bin.6,99.22,3.488,0.345,324297,24,1909766,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii,Yes
Clinical,SRR12557734_bin.214,97.65,0,0.482,49888,61,1909783,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Fimenecus,s__,No
Clinical,ERR4283228_bin.38,96,0.111,0.277,73824,48,1910065,d__Bacteria,p__Bacillota,c__Bacilli,o__ML615J-28,f__CAG-313,g__CAG-313,s__CAG-313 sp900539265,Yes
Clinical,SRR21144654_bin.7,95.18,0.546,0.335,20996,127,1910181,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Granulicatella,s__,No
Environment,SRR13013689_bin.2,93.16,1.709,0.671,57680,59,1911195,d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,g__UBA2093,s__UBA2093 sp016870775,Yes
Clinical,SRR17827884.bin_13,98.8,0.2,45.8,128762,1,1911432,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium,s__Phascolarctobacterium sp000436095,Yes
Animal,SRR29472735_bin.67,98.65,0.02,0.428,263577,113,1911564,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus,s__,No
Animal,SRR29757213_bin.40,97.98,0,0.467,159544,294,1912543,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Fimenecus,s__Fimenecus sp944380765,Yes
Environment,SRR22259298_bin.3,94.39,2.586,0.583,67353,81,1912695,d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__RBG-16-64-13,f__,g__,s__,No
Clinical,SRR12557734_bin.258,93.09,1.428,0.555,71146,41,1912899,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp900541925,Yes
Animal,SRR14202219_bin.27,94.63,0,0.565,311533,33,1913265,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Avimicrobium,s__Avimicrobium sp934845495,Yes
Clinical,ERR3405047_bin.5,98.37,0,0.361,41617,81,1913563,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus kalixensis,Yes
Environment,SRR16108676_bin.48,93.44,2.853,0.696,7989,345,1913656,d__Bacteria,p__Cyanobacteriota,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae,g__Vulcanococcus,s__Vulcanococcus sp016882415,Yes
Clinical,SRR17048926_bin.21,92.33,0.078,0.422,98970,34,1913953,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA4636,s__UBA4636 sp900764595,Yes
Clinical,SRR17048925_bin.20,91.72,0,0.565,99377,46,1914213,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__Faecousia sp934654755,Yes
Clinical,ERR3405335_bin.4,100,0,0.401,471279,13,1914289,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus sp001650315,Yes
Animal,ERR2027892_bin.29,98.68,0.299,0.591,90113,45,1915178,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Succiniclasticum,s__Succiniclasticum sp900314855,Yes
Animal,SRR29536164_bin.81,97.79,0,0.561,60356,58,1915266,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__UBA1820,g__Merdimorpha,s__Merdimorpha sp002314265,Yes
Animal,SRR24359757_bin.1,99.35,0.706,0.388,185389,37,1915957,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_C,s__Helicobacter_C typhlonius,Yes
Environment,SRR8208343_bin.32,91.99,2.641,0.466,19364,157,1916459,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Trichococcus,s__Trichococcus flocculiformis,Yes
Clinical,ERR525921_bin.9,100,0.473,0.56,681255,4,1916726,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Pauljensenia,s__Pauljensenia sp000308055,Yes
Environment,SRR21524766_bin.13,95.56,0.985,0.415,42045,106,1917143,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__JJ008,s__JJ008 sp005791465,Yes
Clinical,SRR18191112_bin.41,91.93,4.339,0.655,292844,16,1917202,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Paratractidigestivibacter,s__Paratractidigestivibacter sp003150175,Yes
Clinical,SRR5963404_bin.5,99.5,0.197,0.397,154570,18,1917659,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_A,s__Campylobacter_A concisus_F,Yes
Clinical,SRR6257473_bin.10,99.52,0.473,0.563,1295165,7,1918079,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Gleimia,s__Gleimia europaea_A,Yes
Animal,SRR15023612_bin.11,94.63,0.939,0.597,58410,57,1918459,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__,s__,No
Clinical,SRR16124313_bin.9,98.92,1.123,0.297,4282,579,1919698,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__,No
Clinical,SRR7281056_bin.5,97.45,1.996,0.511,27539,108,1920114,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Anaeroglobus,s__Anaeroglobus vaginalis,Yes
Clinical,SRR13077827_bin.11,94.5,2.42,52.24,64386,44,1920257,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Catenibacterium,s__Catenibacterium sp000437715,Yes
Clinical,SRR17048883_bin.2,90.31,1.087,0.37,64309,59,1920571,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__RUG841,s__RUG841 sp900313795,Yes
Animal,SRR29757242_bin.62,91.9,0.806,0.508,180469,50,1922458,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__DTU072,g__Stercoripulliclostridium_A,s__Stercoripulliclostridium_A sp944363505,Yes
Clinical,SRR5274007_bin.1,94.91,1.074,0.658,8175,301,1922745,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Pauljensenia,s__Pauljensenia sp902373435,Yes
Animal,SRR29472744_bin.81,97.98,0,0.483,293774,233,1923677,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Scybalenecus,s__,No
Clinical,ERR3405164_bin.1,100,0,0.603,322540,6,1923804,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinobaculum,s__Actinobaculum massiliense,Yes
Clinical,CRR476074_bin.4,99.4,1.047,0.443,206587,16,1923969,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__URXU01,s__,No
Animal,SRR29536166_bin.47,93.2,3.024,0.655,13207,62,1924164,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__,s__,No
Environment,SRR21524763_bin.52,98.29,2.136,0.533,62685,59,1924633,d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,g__SHUY01,s__SHUY01 sp009694435,Yes
Clinical,SRR18191160_bin.13,96.64,1.677,0.586,43824,78,1924717,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Onthomonas,s__Onthomonas sp900758315,Yes
Clinical,SRR21615059_bin.13,99.18,0.546,0.523,57508,57,1925605,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus fermentum,Yes
Clinical,ERR3406222_bin.3,98.94,0,0.345,167613,19,1925781,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus acidophilus,Yes
Clinical,ERR4283341_bin.31,93.54,0.806,0.456,171227,33,1925952,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA10281,s__UBA10281 sp900767495,Yes
Animal,SRR29449361_bin.32,91.76,0.269,0.497,34661,47,1926241,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides faecigallinarum,Yes
Clinical,ERR525812_bin.8,98.08,0.199,0.392,35255,83,1926378,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__F0422,s__F0422 sp900544365,Yes
Animal,SRR29757210_bin.24,90.71,0.559,0.289,4461,67,1927436,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__CAG-274,g__Tyzzerella,s__Tyzzerella sp944381435,Yes
Clinical,ERR7671922_bin.2,93.5,3.47,37.99,14481,172,1927577,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__Eubacterium_R sp900540235,Yes
Clinical,SRR14693221_bin.27,97.72,1.136,0.571,183982,20,1927960,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__Bullifex,s__Bullifex sp944388965,Yes
Clinical,SRR21615067_bin.7,100,0,0.368,95098,27,1927999,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__Bulleidia moorei,Yes
Clinical,SRR17648394_bin.3,98.38,1.478,0.578,38861,93,1928348,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Slackia_A,s__Slackia_A sp900553655,Yes
Animal,CRR537889_bin.25,91.34,2.515,0.469,9520,284,1928398,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__,No
Animal,SRR29472730_bin.9,97.31,0.671,0.407,57457,75,1929055,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Limousia,s__,No
Clinical,SRR17827843.bin_3,99.36,0.27,39.7,181799,1,1929071,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Haemophilus_D,s__,No
Animal,CRR657435_bin.71,96.87,0,0.593,336387,13,1929411,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes sp002428825,Yes
Environment,SRR5002377_bin.7,93.16,4.778,69.36,11791,234,1929465,d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__Acidimicrobiales,f__MedAcidi-G1,g__UBA9410,s__UBA9410 sp022452145,Yes
Clinical,SRR17827843.bin_20,99.89,0.15,39.1,74919,2,1929698,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus,Yes
Clinical,SRR12328949_bin.37,91.1,0.86,55.26,110109,28,1929986,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_I,s__Eubacterium_I ramulus,Yes
Clinical,SRR18191113_bin.4,95.96,0,0.588,352773,10,1930122,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Aphodovivens,s__,No
Animal,SRR12180997_bin.6,99,0.746,0.374,525546,8,1930194,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Commensalibacter,s__Commensalibacter sp003202795,Yes
Animal,SRR17230214_bin.23,95.16,0,0.454,63992,47,1930410,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__Coproplasma sp910578765,Yes
Environment,ERR1713397_bin.63,97.98,0.671,0.605,21393,124,1930856,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UBA2658,s__,No
Clinical,SRR21144631_bin.1,91.72,1.748,0.429,6995,385,1931032,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas sp003640335,Yes
Clinical,ERR4283202_bin.7,96.13,1.612,0.481,13219,203,1931865,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__QALW01,g__QALW01,s__QALW01 sp003150515,Yes
Clinical,ERR3405513_bin.7,99.62,0,0.399,64580,55,1931903,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus pseudopneumoniae_E,Yes
Clinical,ERR4283420_bin.15,92.74,1.612,0.646,61191,64,1932222,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Paratractidigestivibacter,s__Paratractidigestivibacter sp900540955,Yes
Environment,SRR9924787_bin.69,91.2,4.395,0.716,9992,249,1932387,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__PNKF01,s__,No
Environment,ERR1713359_bin.6,90.86,4.153,0.65,4868,481,1933048,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella_D,s__Olsenella_D sp002331575,Yes
Environment,ERR9855096_bin.20,95.93,0.56,0.556,63782,60,1933184,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_B,g__Brachymonas,s__Brachymonas sp017993135,Yes
Environment,SRR6144758_bin.19,96.83,2.173,0.456,40478,76,1933446,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__GCA-2708415,s__,No
Environment,SRR6144753_bin.85,94.22,1.014,0.431,1099706,4,1933733,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__JACKIP01,s__,No
Clinical,SRR14000912_bin.1,98.44,0.094,0.401,140813,19,1933830,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Pasteurellaceae,g__Haemophilus_A,s__Haemophilus_A parahaemolyticus_A,Yes
Animal,SRR20930601_bin.24,94.55,1.61,0.518,6549,376,1934285,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Avirikenella,s__Avirikenella sp910588925,Yes
Animal,SRR15023613_bin.4,98.5,1.248,0.482,65161,57,1934942,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__,No
Environment,SRR13727517_bin.64,92.06,1.351,0.422,107125,30,1935245,d__Bacteria,p__Chlamydiota,c__Chlamydiia,o__Chlamydiales,f__SM23-39,g__SZAS-17,s__,No
Clinical,SRR17049028_bin.40,97.58,0,0.517,189873,43,1936178,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-138,g__Phil1,s__Phil1 sp004558525,Yes
Animal,SRR29757240_bin.14,99.93,0,0.477,413365,177,1936657,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__JAFGXN01,f__CALXOJ01,g__CALXOJ01,s__,No
Clinical,SRR21144629_bin.9,94.02,2.014,0.615,14917,212,1936705,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas sp018127745,Yes
Animal,SRR21163453_bin.3,96.36,2.255,0.408,22671,133,1937404,d__Bacteria,p__Bacillota,c__Bacilli,o__Staphylococcales,f__Salinicoccaceae,g__Jeotgalicoccus,s__Jeotgalicoccus aerolatus,Yes
Clinical,ERR7671974_bin.12,93.1,0.81,65.16,20273,152,1938058,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__RUG013,s__RUG013 sp022644775,Yes
Clinical,SRR18191165_bin.22,91.61,1.14,0.595,36795,81,1938268,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__Faecousia sp934668285,Yes
Clinical,SRR6915103_bin.14,99.4,0,0.564,39839,77,1939789,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,s__Acidaminococcus timonensis,Yes
Clinical,ERR1995243_bin.2,100,1.123,0.249,74783,50,1939926,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__Parabacteroides merdae,Yes
Clinical,SRR21144643_bin.4,91.64,0,0.581,46410,61,1940004,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Cardiobacteriales,f__Cardiobacteriaceae,g__,s__,No
Clinical,ERR3406283_bin.5,96.58,0.199,0.389,66216,42,1941137,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__,No
Environment,SRR21778114_bin.17,95.38,2.231,0.623,10530,261,1941512,d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__RAAP-2,s__,No
Clinical,SRR13077662_bin.7,97.37,0.54,46.83,82090,43,1941723,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Copromonas,s__Copromonas sp900066535,Yes
Clinical,SRR17827852.bin_17,96.77,0,46.8,80755,1,1941833,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAG-495,s__CAG-495 sp001917125,Yes
Clinical,SRR18191165_bin.43,96.45,0.236,0.462,42172,97,1943327,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__CAG-238,s__CAG-238 sp000435615,Yes
Animal,SRR21163431_bin.8,91.19,3.25,0.679,13264,192,1943675,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Thermophilibacter,s__,No
Clinical,ERR3405835_bin.6,99.22,0,0.346,595702,7,1943846,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus paragasseri,Yes
Environment,SRR13727525_bin.33,98,2.666,0.343,10660,268,1944505,d__Bacteria,p__Bacillota,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae,g__UBA2284,s__,No
Clinical,SRR14355429_bin.23,91.24,0.681,0.597,35907,103,1944948,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium ruminantium,Yes
Clinical,CRR476074_bin.29,95.06,0.625,0.477,81458,48,1945460,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Aphodousia,s__Aphodousia secunda_A,Yes
Clinical,SRR13077901_bin.19,99.85,0,42.32,30727,103,1945836,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-882,s__CAG-882 sp003486385,Yes
Clinical,SRR13077822_bin.3,92.44,3.47,61.72,12791,200,1945870,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus salivarius,Yes
Clinical,SRR13077662_bin.8,100,0.47,57.14,534367,6,1945959,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__Lawsonibacter sp014287875,Yes
Environment,ERR1725986_bin.8,98.2,0,0.537,64383,37,1946076,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_B,g__Brachymonas,s__,No
Clinical,ERR7671885_bin.62,95.24,2.22,62.03,21604,127,1946156,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Slackia_A,s__,No
